section,pdf_page,codebook_page,question_id,variable,length,label,question_text,notes,value_count
IDENTIFICATION,41,3,,QUESTID2,7,RESPONDENT IDENTIFICATION,"The following variable, QUESTID2, is a unique record identifier within a particular study year. The IDs may be repeated in other study years, so analysts should always consider the study year when using the QUESTID2.","The following variable, FILEDATE, represents the date the SAS data file was created.",0
IDENTIFICATION,41,3,,FILEDATE,10,CREATION DATE OF THE DATA FILE,,,0
TOBACCO,42,4,"CG01, CGREF1",CIGEVER,1,EVER SMOKED A CIGARETTE,"SELF-ADMINISTERED SUBSTANCE USE SECTIONS These questions are about your use of tobacco products. This includes cigarettes, chewing tobacco, snuff, cigars, and pipe tobacco. The first questions are about cigarettes only. Have you ever smoked part or all of a cigarette?",,2
TOBACCO,42,4,CG02,CIGOFRSM,2,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIG","If one of your best friends offered you a cigarette, would you smoke it?",,7
TOBACCO,42,4,CG03,CIGWILYR,2,DO YOU THINK YOU'LL SMOKE CIG IN NEXT 12 MOS,At any time during the next 12 months do you think you will smoke a cigarette?,,7
TOBACCO,42,4,CG04,CIGTRY,3,AGE WHEN FIRST SMOKED A CIGARETTE,How old were you the first time you smoked part or all of a cigarette?,,5
TOBACCO,42,4,"CG04A, CG04B, CG04C",CIGYFU,4,YEAR OF FIRST CIGARETTE USE - RECODE,Did you first smoke part or all of a cigarette in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first smoke part or all of a cigarette in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first smoke part or all of a cigarette?,,8
TOBACCO,43,5,"CG04C, CG04D",CIGMFU,2,MONTH OF FIRST CIGARETTE USE - RECODE,In what month in [CURRENT YEAR] did you first smoke part or all of a cigarette? In what month in [YEAR FROM CG04a or CG04b] did you first smoke part or all of a cigarette?,"NOTE: This variable incorporates values from the two questions shown below. This variable also incorporates values from two probe questions that were asked when the respondent answered DON'T KNOW or REFUSED to the second question shown below. Now think about the past 30 days, that is, from [DATEFILL] up to and including today. During the past 30 days, have you smoked part or all of a cigarette? How long has it been since you last smoked part or all of a cigarette?",19
TOBACCO,43,5,"CG05, CG06, CG06DK, CG06RE",CIGREC,2,TIME SINCE LAST SMOKED CIGARETTES,,,12
TOBACCO,43,5,CG07,CIG30USE,2,HOW MANY DAYS SMOKED CIG IN PAST 30 DAYS,"During the past 30 days, that is since [DATEFILL], on how many days did you smoke part or all of a cigarette?",,6
TOBACCO,44,6,CG07DKRE,CG30EST,2,BEST EST. # DAYS SMOKED CIG PAST 30 DAYS,What is your best estimate of the number of days you smoked part or all of a cigarette during the past 30 days?,,12
TOBACCO,44,6,"CG08, CG10",CIG30AV,2,AVG # CIGS SMOKED PER DAY/ON DAY SMOKED,"On the [CG07 days / CIGDKRE] you smoked cigarettes during the past 30 days, how many cigarettes did you smoke per day, on average?",NOTE: The tobacco brand that respondents confirmed using most often in the past 30 days was recorded in the final 30-day brand variable for the type of tobacco.,12
TOBACCO,45,7,"CG11, CG11A, CG12S11, CG12S21, CG12S31, RCG11, RCG11A, RRCG11, RRCG11A",CIG30BR2,4,CIG BRAND USED MOST OFTEN PAST MO - RECODE,,"NOTE: The variable CIG30TPE corresponds to the variable CIG30TYP that existed prior to 2005. The name was changed due to the addition of a new level in 2005 for ""Mediums."" For this reason, data from CIG30TPE may not be comparable with data from CIG30TYP in prior years. During the past 30 days, what type of cigarettes did you smoke most often?",85
TOBACCO,46,8,"CGTAR1, CGTAR2",CIG30TPE,2,WHAT TYPE OF CIG SMOKED MOST PAST 30 DAYS,,"NOTE: Prior to 2004, the question corresponding to CIG30MEN asked whether respondents smoked menthol or regular cigarettes most often. In 2004, the question was changed to the yes/no question shown below, but the variable name stayed as CIG30MEN. This change in question content does not affect trend comparisons for 2004 onward. However, data in CIG30MEN for 2004 onward are not likely to be comparable with data in CIG30MEN for 2002 and 2003. Were the cigarettes you smoked during the past 30 days menthol?",9
TOBACCO,46,8,"CGMENTH1, CGMENTH2",CIG30MEN,2,MENTHOL OR REG CIG SMOKED MOST PAST 30 DAYS,,,7
TOBACCO,46,8,CGLNTH,CIG30MLN,2,"MARLBORO CIG SMOKED PAST 30 DAYS SHORT, REG, 100'S","What length were the Marlboro cigarettes you smoked most often during the past 30 days? Were they shorts, regulars (also known as king-sized), or 100s?",,8
TOBACCO,47,9,CG14,CIG30RO2,2,HAVE YOU SMOKED ROLL-OWN CIG IN PAST 30 DAYS,"During the past 30 days, that is since DATEFILL, have you smoked part or all of a roll-your-own tobacco cigarette?",,7
TOBACCO,47,9,CG15,CIGDLYMO,2,EVER SMOKED CIG EVERY DAY FOR 30 DAYS,Has there ever been a period in your life when you smoked cigarettes every day for at least 30 days?,,6
TOBACCO,47,9,CG16,CIGAGE,3,AGE WHEN FIRST STARTED SMOKING CIGARETTES EVERYDAY,How old were you when you first started smoking cigarettes every day?,,7
TOBACCO,47,9,"CG16M1, CG16Y1, CG16Y2",CIGDLYFU,4,YEAR OF FIRST CIGARETTE USE EVERY DAY - RECODE,Did you first start smoking cigarettes every day in [CURRENT YEAR 1] or [CURRENT YEAR]? Did you first start smoking cigarettes every day in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first start smoking cigarettes every day?,,8
TOBACCO,48,10,"CG16M1, CG16M2",CIGDLMFU,2,MONTH OF FIRST CIGARETTE USE EVERY DAY - RECODE,In what month in [CURRENT YEAR] did you first start smoking cigarettes every day? In what month in [YEAR FROM CG16y1 or CG16y2] did you first start smoking cigarettes every day?,,19
TOBACCO,48,10,CG16A,CIG100LF,2,HAVE YOU SMOKED 100 CIGS IN YOUR LIFE,Have you smoked at least 100 cigarettes in your entire life?,,6
TOBACCO,48,10,"CG25, CGREF3",SMKLSSEVR,2,EVER USED SMOKELESS TOBACCO,"The next questions are about your use of ""smokeless"" tobacco such as snuff, dip, chewing tobacco, or ""snus."" Have you ever used ""smokeless"" tobacco, even once?",,4
TOBACCO,48,10,CG26,SMKLSSTRY,3,AGE WHEN FIRST USED SMOKELESS TOBACCO,"How old were you the first time you used ""smokeless"" tobacco?",,6
TOBACCO,49,11,"CG26A, CG26B, CG26C",SMKLSSYFU,4,YEAR OF FIRST SMOKELESS TOBACCO USE - RECODE,"Did you first use ""smokeless"" tobacco in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use ""smokeless"" tobacco in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use ""smokeless"" tobacco?",,8
TOBACCO,49,11,"CG26C, CG26D",SMKLSSMFU,2,MONTH OF FIRST SMOKELESS TOBACCO USE - RECODE,"In what month in [CURRENT YEAR] did you first use ""smokeless"" tobacco? In what month in [YEAR FROM CG26a or CG26b] did you first use ""smokeless"" tobacco?","NOTE: This variable incorporates values from the two questions shown below. This variable also incorporates values from two probe questions that were asked when the respondent answered DON'T KNOW or REFUSED to the second question shown below. Now think about the past 30 days -- that is, from [DATEFILL] up to and including today. During the past 30 days, have you used ""smokeless"" tobacco, even once? How long has it been since you last used ""smokeless"" tobacco?",19
TOBACCO,49,11,"CG27, CG28, CG28DK, CG28RE",SMKLSSREC,2,TIME SINCE LAST USED SMOKELESS TOBACCO,,,12
TOBACCO,50,12,CG29,SMKLSS30N,2,HOW MANY DAYS USED SMOKELESS TOBACCO PAST 30 DAYS,"During the past 30 days, that is since [DATEFILL], on how many days did you use ""smokeless"" tobacco?",,6
TOBACCO,50,12,CG29DKRE,SMKLSS30E,2,BEST EST. HOW MANY DAYS USED SMKLSS TOB PST 30 DYS,"What is your best estimate of the number of days you used ""smokeless"" tobacco during the past 30 days?","NOTE: This variable incorporates the value from a probe question that was asked when the respondent answered REFUSED to this question. The next questions are about smoking cigars. By cigars we mean any kind, including big cigars, cigarillos, and even little cigars that look like cigarettes. Have you ever smoked part or all of any type of cigar?",8
TOBACCO,50,12,"CG34, CGREF4",CIGAREVR,2,EVER SMOKED PART OR ALL OF CIGAR,,,4
TOBACCO,50,12,CG35,CIGARTRY,3,AGE WHEN FIRST SMOKED CIGAR,How old were you the first time you smoked part or all of any type of cigar?,,6
TOBACCO,51,13,"CG35A, CG35B, CG35C",CIGARYFU,4,YEAR OF FIRST CIGAR USE - RECODE,Did you first smoke part or all of a cigar in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first smoke part or all of a cigar in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first smoke part or all of a cigar?,,8
TOBACCO,51,13,"CG35C, CG35D",CIGARMFU,2,MONTH OF FIRST CIGAR USE - RECODE,In what month in [CURRENT YEAR] did you first smoke part or all of a cigar? In what month in [YEAR FROM CG35a or CG35b] did you first smoke part or all of a cigar?,"NOTE: This variable incorporates values from the two questions shown below. This variable also incorporates values from two probe questions that were asked when the respondent answered DON'T KNOW or REFUSED to the second question shown below. Now think about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, have you smoked part or all of any type of cigar? How long has it been since you last smoked part or all of any type of cigar?",19
TOBACCO,51,13,"CG36, CG37, CG37DK, CG37RE",CIGARREC,2,TIME SINCE LAST SMOKED CIGAR,,,13
TOBACCO,52,14,CG38,CGR30USE,2,HOW MANY DAYS SMOKED CIGAR IN PAST 30 DAYS,"During the past 30 days, that is since [DATEFILL], on how many days did you smoke part or all of a cigar?",,6
TOBACCO,52,14,CG38DKRE,CI30EST,2,BEST EST. # DAYS SMOKED CIGAR PAST 30 DAYS,What is your best estimate of the number of days you smoked part or all of a cigar during the past 30 days?,NOTE: The tobacco brand that respondents confirmed using most often in the past 30 days was recorded in the final 30-day brand variable for the type of tobacco.,10
TOBACCO,53,15,"CG39, CG40S11, CG40S21, CG40S31, RCG39, RRCG39",CGR30BR2,4,CIGAR BRAND USED MOST OFTEN PAST MO - RECODE,,"NOTE: This variable incorporates the value from a probe question that was asked when the respondent answered REFUSED to this question. These last questions on tobacco products are about using a pipe to smoke tobacco. Have you ever smoked tobacco in a pipe, even once?",61
TOBACCO,54,16,"CG42, CGREF5",PIPEVER,2,EVER SMOKED PIPE TOBACCO,,,4
TOBACCO,54,16,CG43,PIPE30DY,2,HAVE YOU SMOKED PIPE TOBACCO IN PAST 30 DAYS,"During the past 30 days, that is since [DATEFILL], have you smoked tobacco in a pipe, even once?",,6
ALCOHOL,55,17,"AL01, ALREF",ALCEVER,2,EVER HAD DRINK OF ALCOHOLIC BEVERAGE,"These questions are about drinks of alcoholic beverages. Throughout these questions, by a ""drink"" we mean a can or bottle of beer, a glass of wine or a wine cooler, a shot of liquor, or a mixed drink with liquor in it. We are not asking about times when you only had a sip or two from a drink. Have you ever, even once, had a drink of any type of alcoholic beverage? Please do not include times when you only had a sip or two from a drink.",,4
ALCOHOL,55,17,AL02,ALCTRY,3,AGE WHEN FIRST DRANK ALCOHOLIC BEVERAGE,Think about the first time you had a drink of an alcoholic beverage. How old were you the first time you had a drink of an alcoholic beverage? Please do not include any time when you only had a sip or two from a drink.,,6
ALCOHOL,55,17,"AL02A, AL02B, AL02C",ALCYFU,4,YEAR OF FIRST ALCOHOL USE - RECODE,Did you first have a drink of an alcoholic beverage in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first have a drink of an alcoholic beverage in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first have a drink of an alcoholic beverage?,,8
ALCOHOL,56,18,"AL02C, AL02D",ALCMFU,2,MONTH OF FIRST ALCOHOL USE - RECODE,In what month in [CURRENT YEAR] did you first have a drink of an alcoholic beverage? In what month in [YEAR FROM AL02a or AL02b] did you first have a drink of an alcoholic beverage?,,19
ALCOHOL,56,18,"ALLAST3, ALRECDK, ALRECRE",ALCREC,2,TIME SINCE LAST DRANK ALCOHOLIC BEVERAGE,How long has it been since you last drank an alcoholic beverage?,,9
ALCOHOL,56,18,TOTDRINK,ALCYRTOT,3,TOTAL # OF DAYS USED ALCOHOL IN PAST 12 MOS,,,7
ALCOHOL,56,18,,ALTOTFG,2,TRIMMING INDICATOR FOR ALCYRTOT,,,3
ALCOHOL,56,18,,ALFQFLG,2,TRIMMED ALCYRTOT IF R USED < 12 MOS,,,2
ALCOHOL,57,19,ALFRAME3,ALBSTWAY,2,EASIEST WAY TO TELL US # DAYS DRANK ALCOHOL,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've had a drink of an alcoholic beverage during the past 12 months. What would be the easiest way for you to tell us how many days you drank alcoholic beverages?",,12
ALCOHOL,57,19,ALYRAVE,ALDAYPYR,3,NUMBER DAYS DRANK ALCOHOL IN PAST 12 MOS,On how many days in the past 12 months did you drink an alcoholic beverage?,,9
ALCOHOL,57,19,ALMONAVE,ALDAYPMO,2,# DAYS PER MONTH DRANK ALCOHOL IN PAST 12 MOS,"On average, how many days did you drink an alcoholic beverage each month during the past 12 months?",,9
ALCOHOL,57,19,ALWKAVE,ALDAYPWK,2,# DAYS PER WEEK DRANK ALCOHOL IN PAST 12 MOS,"On average, how many days did you drink an alcoholic beverage each week during the past 12 months?",,8
ALCOHOL,58,20,AL06,ALCDAYS,2,# DAYS HAD ONE OR MORE DRINKS PAST 30 DAYS,"Think specifically about the past 30 days, from [DATEFILL], up to and including today. During the past 30 days, on how many days did you drink one or more drinks of an alcoholic beverage?",,7
ALCOHOL,58,20,AL06DKRE,AL30EST,2,BEST ESTIMATE # DAYS HAD ONE OR MORE DRINKS,What is your best estimate of the number of days you drank alcohol during the past 30 days?,,13
ALCOHOL,58,20,,ALDYSFG,2,REVISION INDICATOR FOR ALCDAYS,,"NOTE: Beginning in 2015, level 975 was updated to ""AT LEAST 4 or 5 Logically assigned"" to reflect the change in the threshold for binge alcohol use among female respondents from 5 or more drinks on an occasion prior to 2015 to 4 or more drinks on an occasion in 2015. See the note below for ALCBNG30D. On the ALC30DAY/ALCESTFL days that you drank during the past 30 days, how many drinks did you usually have? Count as a drink a can or bottle of beer; a wine cooler or a glass of wine, champagne, or sherry; a shot of liquor or a mixed drink or cocktail.",2
ALCOHOL,58,20,AL07,ALCUS30D,3,USUAL # OF DRINKS PER DAY PAST 30 DAYS,,"NOTE: Beginning in 2015, female respondents were asked ALCBNG30D to report the number of days that they had 4 or more drinks on the same occasion in the past 30 days. As in prior years, male respondents in 2015 were asked for ALCBNG30D to report the number of days that they had 5 or more drinks on the same occasion in the past 30 days. During the past 30 days, that is since [DATEFILL], on how many days did you have [4 or more]/[5 or more] drinks on the same occasion? By ""occasion,"" we mean at the same time or within a couple of hours of each other.",8
ALCOHOL,59,21,AL08,ALCBNG30D,2,# DAYS HAD FOUR/FIVE OR MORE DRINKS PAST 30 DYS,,,8
MARIJUANA,60,22,"MJ01, MJREF, VAPMRJEVR",MJEVER,2,EVER USED MARIJUANA/HASHISH,"NOTE: Beginning in 2021, level 3 for logically assigned lifetime marijuana use was added for MJEVER. This value was assigned when respondents did not indicate lifetime marijuana use in questions MJ01 or MJREF, but reported ever vaping marijuana in question VPMJLIF. The next questions are about marijuana and hashish. Marijuana is also called pot or grass. Marijuana is usually smoked, either in cigarettes, called joints, or in a pipe. It is sometimes cooked in food. Hashish is a form of marijuana that is also called ""hash."" It is usually smoked in a pipe. Another form of hashish is hash oil. Have you ever, even once, used marijuana or hashish?",,6
MARIJUANA,60,22,MJ02,MJAGE,3,AGE WHEN FIRST USED MARIJUANA/HASHISH,How old were you the first time you used marijuana or hashish?,,6
MARIJUANA,60,22,"MJ03A, MJ03B, MJ03C",MJYFU,4,YEAR OF FIRST MARIJUANA/HASHISH USE - RECODE,Did you first use marijuana or hashish in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use marijuana or hashish in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use marijuana or hashish?,,8
MARIJUANA,61,23,"MJ03C, MJ03D",MJMFU,2,MONTH OF FIRST MARIJUANA/HASHISH USE - RECODE,In what month in [CURRENT YEAR] did you first use marijuana or hashish? In what month in [YEAR FROM MJ03a or MJ03b] did you first use marijuana or hashish?,"NOTE: Beginning in 2021, new logically assigned levels (12, 13, and 19) for time since last used marijuana or hashish were added. Logical assignment was used when respondents indicated vaping marijuana more recently than they had indicated using marijuana. How long has it been since you last used marijuana or hashish?",19
MARIJUANA,61,23,"MJLAST3, MJRECDK, MJRECRE, VAPMRJREC",MJREC,2,TIME SINCE LAST USED MARIJUANA/HASHISH,,,12
MARIJUANA,61,23,TOTMJ,MJYRTOT,3,TOTAL # OF DAYS USED MARIJUANA IN PAST 12 MOS,,,7
MARIJUANA,61,23,,MRTOTFG,2,TRIMMING INDICATOR FOR MJYRTOT,,,3
MARIJUANA,62,24,,MJFQFLG,2,TRIMMED MJYRTOT IF R USED < 12 MOS,,,2
MARIJUANA,62,24,MJFRAME3,MRBSTWAY,2,EASIEST WAY TO TELL US # DAYS USED MARIJUANA/HASH,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used marijuana or hashish during the past 12 months. What would be the easiest way for you to tell us how many days you've used it?",,12
MARIJUANA,62,24,MJYRAVE,MRDAYPYR,3,# DAYS USED MARIJUANA/HASHISH PAST 12 MONTHS,On how many days in the past 12 months did you use marijuana or hashish?,,9
MARIJUANA,62,24,MJMONAVE,MRDAYPMO,2,# DAYS PER MO USED MARIJUANA/HASHISH PAST 12 MOS,"On average, how many days did you use marijuana or hashish each month during the past 12 months?",,9
MARIJUANA,62,24,MJWKAVE,MRDAYPWK,2,# DAYS PER WEEK USED MARIJUANA/HASHISH PAST 12 MOS,"On average, how many days did you use marijuana or hashish each week during the past 12 months?",,8
MARIJUANA,63,25,MJ06,MJDAY30A,2,# DAYS USED MARIJUANA/HASHISH PAST 30 DAYS,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use marijuana or hashish?",,7
MARIJUANA,63,25,MJ06DKRE,MR30EST,2,BEST EST. # DAYS USED MARIJUANA PAST 30 DAYS,What is your best estimate of the number of days you used marijuana or hashish during the past 30 days?,,11
COCAINE,64,26,"CC01, CCREF",COCEVER,2,EVER USED COCAINE,"These questions are about cocaine, including all the different forms of cocaine such as powder, ""crack,"" free base, and coca paste. Have you ever, even once, used any form of cocaine?",,5
COCAINE,64,26,CC02,COCAGE,3,AGE WHEN FIRST USED COCAINE,"How old were you the first time you used cocaine, in any form?",,6
COCAINE,64,26,"CC03A, CC03B, CC03C",COCYFU,4,YEAR OF FIRST COCAINE USE - RECODE,Did you first use cocaine in any form in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use cocaine in any form in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use cocaine in any form?,,8
COCAINE,65,27,"CC03C, CC03D",COCMFU,2,MONTH OF FIRST COCAINE USE - RECODE,In what month in [CURRENT YEAR] did you first use cocaine in any form? In what month in [YEAR FROM CC03a or CC03b] did you first use cocaine?,,19
COCAINE,65,27,"CCLAST3, CCRECDK, CCRECRE",COCREC,2,TIME SINCE LAST USED COCAINE,How long has it been since you last used cocaine?,,11
COCAINE,65,27,TOTCOKE,COCYRTOT,3,TOTAL # OF DAYS USED COCAINE IN PAST 12 MONTHS,,,7
COCAINE,65,27,,CCTOTFG,2,TRIMMING INDICATOR FOR COCYRTOT,,,2
COCAINE,65,27,,CCFQFLG,2,TRIMMED COCYRTOT IF R USED < 12 MOS,,,2
COCAINE,66,28,CCFRAME3,CCBSTWAY,2,EASIEST WAY TO TELL US # DAYS USED COCAINE,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used cocaine during the past 12 months. What would be the easiest way for you to tell us how many days you've used it?",,14
COCAINE,66,28,CCYRAVE,CCDAYPYR,3,# DAYS USED COCAINE PAST 12 MONTHS,On how many days in the past 12 months did you use cocaine?,,9
COCAINE,66,28,CCMONAVE,CCDAYPMO,2,# DAYS PER MONTH USED COCAINE PAST 12 MONTHS,"On average, how many days did you use cocaine each month during the past 12 months?",,9
COCAINE,66,28,CCWKAVE,CCDAYPWK,2,# DAYS PER WEEK USED COCAINE PAST 12 MONTHS,"On average, how many days did you use cocaine each week during the past 12 months?",,9
COCAINE,67,29,CC06,COCUS30A,2,# DAYS USED COCAINE PAST 30 DAYS,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use cocaine?",,6
COCAINE,67,29,CC06DKRE,CC30EST,2,BEST ESTIMATE # DAYS USED COCAINE PAST 30 DAYS,What is your best estimate of the number of days you used cocaine during the past 30 days?,,5
CRACK,68,30,"CK01, CKREF",CRKEVER,2,EVER USED CRACK,"The next questions are about 'crack', that is cocaine in rock or chunk form, and not the other forms of cocaine. Have you ever, even once, used 'crack'?",,7
CRACK,68,30,CK02,CRKAGE,3,AGE WHEN FIRST USED CRACK,How old were you the first time you used 'crack'?,,6
CRACK,68,30,"CK03A, CK03B, CK03C",CRKYFU,4,YEAR OF FIRST CRACK USE - RECODE,Did you first use 'crack' in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use 'crack' in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use 'crack'?,,8
CRACK,69,31,"CK03C, CK03D",CRKMFU,2,MONTH OF FIRST CRACK USE - RECODE,In what month in [CURRENT YEAR] did you first use 'crack'? In what month in [YEAR FROM CK03a or CK03b] did you first use 'crack'?,,17
CRACK,69,31,"CKLAST3, CKRECDK, CKRECRE",CRAKREC,2,TIME SINCE LAST USED CRACK,How long has it been since you last used 'crack'?,,9
CRACK,69,31,TOTCRACK,CRKYRTOT,3,TOTAL # DAYS USED CRACK IN PAST 12 MONTHS,,,7
CRACK,69,31,,CRTOTFG,2,TRIMMING INDICATOR FOR CRKYRTOT,,,2
CRACK,69,31,,CRFQFLG,2,TRIMMED CRKYRTOT IF R USED < 12 MOS,,,2
CRACK,70,32,CKFRAME3,CRBSTWAY,2,EASIEST WAY TO TELL US # DAYS USED CRACK,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used 'crack' during the past 12 months. What would be the easiest way for you to tell us how many days you've used it?",,10
CRACK,70,32,CKYRAVE,CRDAYPYR,3,# DAYS USED CRACK PAST 12 MONTHS,On how many days in the past 12 months did you use 'crack'?,,8
CRACK,70,32,CKMONAVE,CRDAYPMO,2,# DAYS PER MONTH USED CRACK PAST 12 MONTHS,"On average, how many days did you use 'crack' each month during the past 12 months?",,8
CRACK,70,32,CKWKAVE,CRDAYPWK,2,# DAYS PER WEEK USED CRACK PAST 12 MONTHS,"On average, how many days did you use 'crack' each week during the past 12 months?",,8
CRACK,71,33,CK06,CRKUS30A,2,# DAYS USED CRACK PAST 30 DAYS,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use 'crack'?",,6
CRACK,71,33,CK06DKRE,CR30EST,2,BEST ESTIMATE # DAYS USED CRACK PAST 30 DAYS,What is your best estimate of the number of days you used 'crack' during the past 30 days?,,5
HEROIN,72,34,"HE01, HEREF",HEREVER,2,EVER USED HEROIN,"These next questions are about heroin. Have you ever, even once, used heroin?",,4
HEROIN,72,34,HE02,HERAGE,3,AGE WHEN FIRST USED HEROIN,How old were you the first time you used heroin?,,6
HEROIN,72,34,"HE03A, HE03B, HE03C",HERYFU,4,YEAR OF FIRST HEROIN USE - RECODE,Did you first use heroin in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use heroin in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use heroin?,,8
HEROIN,73,35,"HE03C, HE03D",HERMFU,2,MONTH OF FIRST HEROIN USE - RECODE,In what month in [CURRENT YEAR] did you first use heroin? In what month in [YEAR FROM HE03a or HE03b] did you first use heroin?,,18
HEROIN,73,35,"HELAST3, HERECDK, HERECRE",HERREC,2,TIME SINCE LAST USED HEROIN,How long has it been since you last used heroin?,,8
HEROIN,73,35,TOTHERO,HERYRTOT,3,TOTAL # OF DAYS USED HEROIN IN PAST 12 MONTHS,,,6
HEROIN,73,35,,HRTOTFG,2,TRIMMING INDICATOR FOR HERYRTOT,,,2
HEROIN,73,35,,HRFQFLG,2,TRIMMED HERYRTOT IF R USED < 12 MOS,,,2
HEROIN,74,36,HEFRAME3,HRBSTWAY,2,EASIEST WAY TO TELL US # DAYS USED HEROIN,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used heroin during the past 12 months. What would be the easiest way for you to tell us how many days you've used it?",,8
HEROIN,74,36,HEYRAVE,HRDAYPYR,3,# DAYS USED HEROIN PAST 12 MONTHS,On how many days in the past 12 months did you use heroin?,,6
HEROIN,74,36,HEMONAVE,HRDAYPMO,2,# DAYS PER MONTH USED HEROIN PAST 12 MONTHS,"On average, how many days did you use heroin each month during the past 12 months?",,7
HEROIN,74,36,HEWKAVE,HRDAYPWK,2,# DAYS PER WEEK USED HEROIN PAST 12 MONTHS,"On average, how many days did you use heroin each week during the past 12 months?",,7
HEROIN,74,36,HE06,HER30USE,2,# DAYS USED HEROIN PAST 30 DAYS,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use heroin?",,6
HEROIN,75,37,HE06DKRE,HR30EST,2,BEST EST. # DAYS USED HEROIN PAST 30 DAYS,What is your best estimate of the number of days you used heroin during the past 30 days?,,6
HALLUCINOGENS,76,38,"LS01A, LSREF1",LSD,2,"EVER USED LSD (""ACID"")","The next questions are about substances called hallucinogens. These drugs often cause people to see or experience things that are not real. A list of some common hallucinogens is shown below. These and many other substances that people use as hallucinogens are often known by street names, and we can't list them all. Please take a moment to look at the substances listed below so you know what kind of drugs the next questions are about. LSD, also called 'acid' PCP, also called 'angel dust' or phencyclidine Peyote Mescaline Psilocybin 'Ecstasy' or 'Molly', also called MDMA Ketamine, also called 'Special K' or 'Super K' DMT, also called dimethyltryptamine AMT, also called alpha-methyltryptamine Foxy, also called 5-MeO-DIPT Salvia divinorum Have you ever, even once, used LSD, also called 'acid'?",,6
HALLUCINOGENS,76,38,"LS01B, LSREF2",PCP,2,"EVER USED PCP (""ANGEL DUST,"" PHENCYCLIDINE)","Have you ever, even once, used PCP, also called 'angel dust' or phencyclidine?",,6
HALLUCINOGENS,76,38,LS01C,PEYOTE,2,EVER USED PEYOTE,"Have you ever, even once, used peyote?",,6
HALLUCINOGENS,76,38,LS01D,MESC,2,EVER USED MESCALINE,"Have you ever, even once, used mescaline?",,5
HALLUCINOGENS,77,39,LS01E,PSILCY,2,EVER USED PSILOCYBIN (MUSHROOMS),"Have you ever, even once, used psilocybin, found in mushrooms?",,6
HALLUCINOGENS,77,39,"LS01F, LSREF3",ECSTMOLLY,2,EVER USED 'ECSTASY' OR 'MOLLY' (MDMA),"Have you ever, even once, used 'Ecstasy' or 'Molly,' also known as MDMA?",,6
HALLUCINOGENS,77,39,LS01I,KETMINESK,2,EVER USED KETAMINE,"Have you ever, even once, used Ketamine, also called 'Special K' or 'Super K'?",,5
HALLUCINOGENS,77,39,LS01J,DMTAMTFXY,2,"EVER USED DMT, AMT, FOXY","Have you ever, even once, used any of the following: DMT, also called dimethyltryptamine, AMT, also called alpha-methyltryptamine, or Foxy, also called 5-MeO-DIPT?",,6
